18416830;70799317;1
20645546;790680;1
21884431;204049642;1
21951273;61865738;1
22672887;70825682;1
25406707;12652472;1
25915966;17327804;2
26122163;9892542;1
27775213;23454926;1
27906792;339672742;1
28428318;521827796;1
31189104;17715048;1
32443975;468005111;1
35813746;16941327;1
38273481;785833176;1
41940096;15332531;1
42240492;403623277;1
43617750;97468342;1
47515020;106957547;1
48437067;95740548;1
48878909;1689750224;1
53094675;48186490;1
53434140;225044289;1
54743363;72421754;1
56406346;1633482918;1
59037404;185011508;1
61095338;50743952;1
62169309;335574127;1
62297078;2369525400;1
64285624;95740548;1
64844680;15336738;1
65260327;79226296;1
65721427;106277010;1
68769003;54341363;1
68819250;70799317;1
73250321;1897952138;1
74032368;381801573;1
75353677;62606094;1
80862972;634950957;1
81024266;87843887;1
81447746;169462977;1
83994462;303496370;1
84930817;15488353;1
85632934;84377699;1
85656359;831760092;1
87667035;116820742;1
87737407;116820742;1
101207352;9317502;1
103976145;12652472;1
103976145;339672742;1
104935744;342946508;1
105287561;37929603;1
108016902;1689750224;1
110726736;2618452258;1
111300808;59922837;1
111398537;403623277;1
114821702;253203161;1
120758413;8802752;1
120758413;26573303;1
122958900;589347792;1
124007409;15444313;1
125361273;37261937;1
125414499;88230087;1
137447797;175610686;1
139473820;878703714;1
139511232;357792897;1
141699286;306497807;1
144926224;17746550;1
145008407;89822306;1
145625765;187417570;1
146243614;46409160;1
146543526;443196382;1
146674919;2203358134;1
150725389;43275871;1
151427681;328227506;1
151427681;2273253972;1
152048775;9481212;1
159871436;155554313;1
161828086;52849416;1
162500006;158487331;1
164315754;362160852;1
166191838;2409419670;1
166191838;2443057944;1
166276377;2569676462;1
167110771;2569676462;1
168136761;177021046;2
171174112;2202035545;1
172988085;181299106;1
173361890;177021046;4
175640480;1158464342;1
175955623;17039863;1
177846321;858913512;1
178938406;12652472;1
179685293;1600168345;1
186572561;1421061014;1
188012569;116820742;1
188866365;116820742;1
189863451;2571094290;1
192736908;34751658;1
193578139;285443624;1
196156295;1926806214;1
199073023;82077065;1
199073023;339672742;1
202394744;1524689467;1
204314687;58576769;1
205402258;78431012;1
218115639;10228272;1
218671852;36376988;1
219633735;40503599;1
225214029;258022859;1
226351948;2551472479;1
228156390;2327510671;1
229707877;47705933;1
234154822;51124892;1
234892163;40897123;1
240321707;443043483;1
240962169;15336738;1
243875727;10228272;1
244636086;15336738;1
247835063;104547460;1
248053035;52898387;1
248053035;74716301;1
250275902;158092325;1
260841691;223562332;1
262727520;10228272;1
263938872;1926806214;1
265579512;348046115;1
274210282;83955939;1
274210282;2417840312;1
276347091;34082314;1
279547892;58008595;2
282819926;1106697014;1
283520339;487110460;1
287940845;68193470;1
288466357;58008595;1
293842101;220337368;1
294261353;69588362;1
296313451;1274226661;1
299926909;586911576;2
305664984;21233744;1
306782176;283540806;1
309177316;342946508;1
313421856;2569676462;1
333770350;257095069;1
338547947;41589948;1
344775033;2618452258;1
360100354;18052498;1
371486373;17675497;1
372482455;1237020566;1
407894464;78684416;1
466059032;603392049;1
499842736;18052498;1
554525699;177021046;1
566810340;716665746;1
568325296;43381691;1
572239228;285443624;1
585564336;854796300;1
635758406;77202103;1
707276502;187147453;1
721037101;168440548;1
726658243;2186755544;1
768120072;95740548;1
789767474;169470023;1
790320097;54745785;1
838102278;2569676462;1
942548149;574090410;1
980168748;464128120;1
1060812350;991281469;1
1099301017;14590132;1
1106744533;72338381;1
1123882975;14594813;1
1175239818;573015974;1
1281337722;329176701;1
1435819309;146609535;1
1452949585;2361459474;1
1483224924;254639523;1
1490906378;162870600;1
1496339868;1648899049;1
1556230045;630633367;1
1564681868;74390463;1
1626136543;339672742;1
1643367025;570618039;1
1644166380;35856249;1
1651318146;518821708;1
1691454829;2571094290;1
1711510856;116820742;1
1720760941;1216258832;1
1728839761;177021046;4
1898790260;170171722;1
1909375856;47220601;1
1925034248;441159344;1
1927548870;39651489;1
2159421833;480068441;1
2172317358;509309195;1
2173883873;521582803;1
2177039180;227514523;1
2180849441;169237268;1
2220245713;2366201281;1
2245770520;352254020;1
2249236136;58409265;1
2319520505;2294780467;1
2405313502;546276472;1
2422854625;15911679;1
2438325888;15488353;1
2442974636;349274782;1
2469664927;177021046;1
2473102386;256267168;1
2501800296;248890506;1
2538490328;45245002;1
2576375704;22470995;1
2596697255;43394391;1